dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,hum,windspeed,cnt,season_name,recency
2012-11-28,4,1,11,0,3,1,1,0.50625,0.210821,5260,Winter,33
2012-11-29,4,1,11,0,4,1,1,0.555652,0.115522,5323,Winter,32
2012-11-30,4,1,11,0,5,1,1,0.649583,0.0584708,5668,Winter,31
2012-12-01,4,1,12,0,6,0,2,0.806667,0.0597042,5191,Winter,30
2012-12-02,4,1,12,0,0,0,2,0.823333,0.124379,4649,Winter,29
2012-12-03,4,1,12,0,1,1,1,0.7675,0.0827208,6234,Winter,28
2012-12-04,4,1,12,0,2,1,1,0.73375,0.174129,6606,Winter,27
2012-12-05,4,1,12,0,3,1,1,0.485,0.324021,5729,Winter,26
2012-12-06,4,1,12,0,4,1,1,0.50875,0.174754,5375,Winter,25
2012-12-07,4,1,12,0,5,1,2,0.764167,0.1306,5008,Winter,24
2012-12-08,4,1,12,0,6,0,2,0.91125,0.101379,5582,Winter,23
2012-12-09,4,1,12,0,0,0,2,0.905417,0.157975,3228,Winter,22
2012-12-10,4,1,12,0,1,1,2,0.925,0.190308,5170,Winter,21
2012-12-11,4,1,12,0,2,1,2,0.596667,0.296037,5501,Winter,20
2012-12-12,4,1,12,0,3,1,2,0.538333,0.162937,5319,Winter,19
2012-12-13,4,1,12,0,4,1,1,0.485833,0.174129,5532,Winter,18
2012-12-14,4,1,12,0,5,1,1,0.642917,0.131229,5611,Winter,17
2012-12-15,4,1,12,0,6,0,1,0.650417,0.10635,5047,Winter,16
2012-12-16,4,1,12,0,0,0,2,0.83875,0.100742,3786,Winter,15
2012-12-17,4,1,12,0,1,1,2,0.907083,0.0982583,4585,Winter,14
2012-12-18,4,1,12,0,2,1,1,0.66625,0.221404,5557,Winter,13
2012-12-19,4,1,12,0,3,1,1,0.625417,0.184092,5267,Winter,12
2012-12-20,4,1,12,0,4,1,2,0.667917,0.132463,4128,Winter,11
2012-12-21,1,1,12,0,5,1,2,0.556667,0.374383,3623,Spring,10
2012-12-22,1,1,12,0,6,0,1,0.44125,0.407346,1749,Spring,9
2012-12-23,1,1,12,0,0,0,1,0.515417,0.133083,1787,Spring,8
2012-12-24,1,1,12,0,1,1,2,0.791304,0.0772304,920,Spring,7
2012-12-25,1,1,12,1,2,0,2,0.734783,0.168726,1013,Spring,6
2012-12-26,1,1,12,0,3,1,3,0.823333,0.316546,441,Spring,5
2012-12-27,1,1,12,0,4,1,2,0.652917,0.350133,2114,Spring,4
2012-12-28,1,1,12,0,5,1,2,0.59,0.155471,3095,Spring,3
2012-12-29,1,1,12,0,6,0,2,0.752917,0.124383,1341,Spring,2
2012-12-30,1,1,12,0,0,0,1,0.483333,0.350754,1796,Spring,1
2012-12-31,1,1,12,0,1,1,2,0.5775,0.154846,2729,Spring,0
